postcode,postcode_status,LSOA_code,LSOA_name,index_of_multiple_deprivation_rank int,index_of_multiple_deprivation_decile
GL50 2HH,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2HN,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HP,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HQ,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HR,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HS,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HT,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2HU,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2HW,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2HX,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2HY,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2HZ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JA,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2JB,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2JD,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2JE,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JF,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JG,Terminated,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JH,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JJ,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JL,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JN,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JP,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JQ,Terminated,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JR,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JS,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JT,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JU,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JW,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2JX,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JY,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2JZ,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2LA,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2LB,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2LD,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2LE,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2LF,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2LG,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2LH,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LJ,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2LL,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LN,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2LP,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2LQ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LR,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LS,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LT,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LU,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LW,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2LX,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2LY,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2LZ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NA,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NB,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2ND,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NE,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NF,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NG,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NH,Live,E01022156,Cheltenham 007E E01022156,12827,4
GL50 2NJ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NL,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2NN,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2NQ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2NR,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NS,Live,E01022156,Cheltenham 007E E01022156,12827,4
GL50 2NT,Live,E01022156,Cheltenham 007E E01022156,12827,4
GL50 2NU,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NW,Terminated,E01022156,Cheltenham 007E E01022156,12827,4
GL50 2NX,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NY,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2NZ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PA,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PB,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PD,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PE,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PF,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PG,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PH,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PJ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PL,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PN,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PP,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PQ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 2PR,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PS,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PT,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PU,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PW,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PX,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PY,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2PZ,Live,E01022125,Cheltenham 009E E01022125,26280,9
GL50 2QA,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2QB,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2QD,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QE,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2QG,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QH,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QJ,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QL,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2QN,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QP,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2QQ,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2QR,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QS,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QT,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QU,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QW,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QX,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QY,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2QZ,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RA,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2RB,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RD,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RE,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RF,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RG,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2RH,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RJ,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RL,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RN,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RP,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2RQ,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RR,Terminated,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2RS,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RT,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RU,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RW,Live,E01022135,Cheltenham 011A E01022135,30282,10
GL50 2RX,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RY,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2RZ,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SA,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SB,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SD,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SE,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SF,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SG,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SH,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SJ,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SL,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SN,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SP,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SQ,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SR,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SS,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2ST,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SU,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SW,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2SX,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2SY,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2SZ,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TA,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TB,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TD,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TE,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TF,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TG,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TH,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TJ,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TL,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TN,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TP,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TQ,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2TR,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TS,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TT,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TU,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TW,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TX,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TY,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2TZ,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UA,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UB,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UD,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UE,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UF,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UG,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UH,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UJ,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UL,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UN,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UP,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UQ,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UR,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2US,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UT,Live,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UU,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2UW,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2UX,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2UY,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2UZ,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2WA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WD,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2WH,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2WP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WR,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WW,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2WX,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2WY,Terminated,E01022136,Cheltenham 011B E01022136,27565,9
GL50 2WZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2XA,Terminated,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XB,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XD,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XE,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XF,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XG,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XH,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XJ,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XL,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 2XN,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2XP,Live,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2XQ,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XR,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XS,Live,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XT,Terminated,E01022117,Cheltenham 009B E01022117,18120,6
GL50 2XU,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2XW,Live,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2XX,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2XY,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2XZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YB,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2YD,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YF,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YG,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YN,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YP,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YQ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YR,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2YS,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YT,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YU,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2YW,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2YX,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2YY,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2YZ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZA,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZB,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZD,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZE,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZF,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZG,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZJ,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZL,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZN,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 2ZP,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2ZQ,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZR,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 2ZS,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZT,Terminated,E01022137,Cheltenham 011C E01022137,26715,9
GL50 2ZU,Terminated,E01022138,Cheltenham 011D E01022138,32357,10
GL50 3AA,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AB,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3AD,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3AE,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AF,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AG,Terminated,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3AH,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AJ,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AL,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AN,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AP,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3AQ,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AR,Terminated,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3AS,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3AT,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AU,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AW,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AX,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3AY,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3AZ,Terminated,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BA,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BB,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BD,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BE,Terminated,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BG,Live,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BH,Terminated,E01022152,Cheltenham 004C E01022152,2413,1
GL50 3BJ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3BL,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3BN,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3BP,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3BQ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3BS,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3BT,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3BU,Terminated,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BW,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3BX,Terminated,E01022126,Cheltenham 009F E01022126,17934,6
GL50 3BY,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3BZ,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3DA,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DB,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DD,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DE,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DF,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DG,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DH,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DJ,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DL,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DN,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DP,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DQ,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DR,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DS,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DT,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DU,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DW,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DX,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DY,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3DZ,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EA,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EB,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3ED,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EE,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EF,Live,E01022124,Cheltenham 009D E01022124,8602,3
GL50 3EG,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3EH,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EJ,Live,E01022156,Cheltenham 007E E01022156,12827,4
GL50 3EL,Live,E01022156,Cheltenham 007E E01022156,12827,4
GL50 3EN,Terminated,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3EP,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EQ,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3ER,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3ES,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3ET,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EU,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EW,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EX,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EY,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3EZ,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3FA,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3FB,Terminated,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3FE,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3GA,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3HA,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HB,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HD,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HE,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HF,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HG,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HH,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HJ,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HL,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HN,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 3HP,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HQ,Live,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HR,Terminated,E01022127,Cheltenham 009G E01022127,18890,6
GL50 3HS,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HT,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HU,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 3HW,Live,E01022153,Cheltenham 004D E01022153,6686,3
GL50 3HX,Live,E01022152,Cheltenham 004C E01022152,2413,1
GL50 3HY,Live,E01022151,Cheltenham 004B E01022151,12154,4
GL50 3HZ,Terminated,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3JA,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3JB,Live,E01022158,Cheltenham 007F E01022158,15702,5
GL50 3JD,Live,E01022158,Cheltenham 007F E01022158,15702,5
